Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales,Number_of_units_sold
10711,6.365,Low Fat,Frozen Foods,60.1536,OUT049,17,Medium,Tier 1,Supermarket Type1,490.0288,8
10712,11.1,Low Fat,Fruits and Vegetables,149.1366,OUT049,17,Medium,Tier 1,Supermarket Type1,4231.8248,28
10713,11.395,Low Fat,Health and Hygiene,149.2708,OUT017,9,Medium,Tier 2,Supermarket Type1,2407.5328,16
10714,9.895,Regular,Frozen Foods,260.2278,OUT018,7,Medium,Tier 3,Supermarket Type2,4165.2448,16
10715,7.68,Low Fat,Health and Hygiene,86.4224,OUT017,9,Medium,Tier 2,Supermarket Type1,511.3344,6
10716,13.65,Low Fat,Health and Hygiene,56.493,OUT035,12,Small,Tier 2,Supermarket Type1,509.337,9
10717,15.75,Low Fat,Household,98.57,OUT035,12,Small,Tier 2,Supermarket Type1,2496.75,25
10718,10.195,Regular,Dairy,196.1794,OUT049,17,Medium,Tier 1,Supermarket Type1,2926.191,15
10719,10.895,Low Fat,Others,50.2666,OUT018,7,Medium,Tier 3,Supermarket Type2,820.2656,16
10720,17.7,Regular,Fruits and Vegetables,48.3034,OUT046,19,Small,Tier 1,Supermarket Type1,777.6544,16
10721,17.25,Low Fat,Soft Drinks,263.391,OUT035,12,Small,Tier 2,Supermarket Type1,6311.784,24
10722,18.6,Low Fat,Snack Foods,161.0236,OUT013,29,High,Tier 3,Supermarket Type1,3705.8428,23
10723,13.8,Low Fat,Canned,108.0254,OUT035,12,Small,Tier 2,Supermarket Type1,759.6778,7
10724,11.1,Regular,Fruits and Vegetables,165.5526,OUT018,7,Medium,Tier 3,Supermarket Type2,1973.4312,12
10725,10.195,Regular,Meat,195.111,OUT017,9,Medium,Tier 2,Supermarket Type1,3731.809,19
10726,5.88,Low Fat,Hard Drinks,153.8998,OUT049,17,Medium,Tier 1,Supermarket Type1,2922.1962,19
10727,11.15,Low Fat,Health and Hygiene,163.0526,OUT017,9,Medium,Tier 2,Supermarket Type1,2302.3364,14
10728,11.6,Low Fat,Soft Drinks,142.0154,OUT018,7,Medium,Tier 3,Supermarket Type2,850.8924,6
10729,12.1,Low Fat,Dairy,163.5526,OUT046,19,Small,Tier 1,Supermarket Type1,2302.3364,14
10730,4.635,Low Fat,Breads,126.9994,OUT017,9,Medium,Tier 2,Supermarket Type1,1798.9916,14
10731,8.51,Low Fat,Household,142.247,OUT045,14,Medium,Tier 2,Supermarket Type1,2004.058,14
10732,9.6,Low Fat,Soft Drinks,167.3158,OUT035,12,Small,Tier 2,Supermarket Type1,1838.2738,11
10733,17.25,Regular,Snack Foods,96.9068,OUT017,9,Medium,Tier 2,Supermarket Type1,1458.102,15
10734,15,Low Fat,Health and Hygiene,140.4838,OUT045,14,Medium,Tier 2,Supermarket Type1,1685.8056,12
10735,16.75,Low Fat,Breads,87.6856,OUT046,19,Small,Tier 1,Supermarket Type1,1494.0552,17
10736,8.365,Low Fat,Hard Drinks,39.2506,OUT010,18,Medium,Tier 3,Grocery Store,75.9012,2
10737,18.85,Low Fat,Hard Drinks,161.8578,OUT018,7,Medium,Tier 3,Supermarket Type2,3530.0716,22
10738,6.615,Low Fat,Dairy,198.7426,OUT017,9,Medium,Tier 2,Supermarket Type1,1186.4556,6
10739,5.75,Regular,Dairy,115.3176,OUT049,17,Medium,Tier 1,Supermarket Type1,572.588,5
10740,10,Low Fat,Snack Foods,113.3544,OUT018,7,Medium,Tier 3,Supermarket Type2,3467.4864,31
10741,13.1,Low Fat,Frozen Foods,188.9898,OUT035,12,Small,Tier 2,Supermarket Type1,4303.0654,23
10742,10.1,Regular,Fruits and Vegetables,223.0088,OUT049,17,Medium,Tier 1,Supermarket Type1,671.1264,3
10743,11.65,Regular,Snack Foods,83.4908,OUT045,14,Medium,Tier 2,Supermarket Type1,503.3448,6
10744,9.3,Low Fat,Fruits and Vegetables,90.4172,OUT018,7,Medium,Tier 3,Supermarket Type2,1249.0408,14
10745,19.6,Low Fat,Dairy,45.3718,OUT045,14,Medium,Tier 2,Supermarket Type1,614.5334,14
10746,11.35,Low Fat,Snack Foods,51.5008,OUT018,7,Medium,Tier 3,Supermarket Type2,607.2096,12
10747,5.44,Regular,Baking Goods,178.137,OUT045,14,Medium,Tier 2,Supermarket Type1,3175.866,18
10748,14.65,Low Fat,Fruits and Vegetables,50.8692,OUT017,9,Medium,Tier 2,Supermarket Type1,788.3072,15
10749,12.35,Regular,Baking Goods,78.5328,OUT035,12,Small,Tier 2,Supermarket Type1,695.0952,9
10750,12.85,Regular,Fruits and Vegetables,253.7382,OUT017,9,Medium,Tier 2,Supermarket Type1,2271.0438,9
10751,17.1,Low Fat,Breads,85.5566,OUT049,17,Medium,Tier 1,Supermarket Type1,1860.2452,22
10752,11.6,Regular,Dairy,240.6222,OUT013,29,High,Tier 3,Supermarket Type1,2868.2664,12
10753,7.445,Low Fat,Baking Goods,75.5354,OUT017,9,Medium,Tier 2,Supermarket Type1,1956.1204,26
10754,6.135,Low Fat,Soft Drinks,161.1236,OUT018,7,Medium,Tier 3,Supermarket Type2,644.4944,4
10755,8.68,Low Fat,Frozen Foods,97.7384,OUT010,18,Medium,Tier 3,Grocery Store,98.5384,1
10756,18.5,Low Fat,Others,132.5284,OUT035,12,Small,Tier 2,Supermarket Type1,1318.284,10
10757,14.3,Low Fat,Frozen Foods,79.4302,OUT013,29,High,Tier 3,Supermarket Type1,1743.0644,22
10758,15.35,Low Fat,Snack Foods,88.283,OUT046,19,Small,Tier 1,Supermarket Type1,1797.66,20
10759,17.7,Low Fat,Dairy,182.5292,OUT013,29,High,Tier 3,Supermarket Type1,2736.438,15
10760,15.2,Regular,Fruits and Vegetables,175.6054,OUT046,19,Small,Tier 1,Supermarket Type1,2451.4756,14
10761,9.8,Regular,Baking Goods,35.0874,OUT017,9,Medium,Tier 2,Supermarket Type1,352.874,10
10762,15.25,Regular,Snack Foods,179.766,OUT018,7,Medium,Tier 3,Supermarket Type2,3056.022,17
10763,17.6,Low Fat,Snack Foods,165.6868,OUT017,9,Medium,Tier 2,Supermarket Type1,3111.9492,19
10764,7.55,Regular,Fruits and Vegetables,121.0072,OUT035,12,Small,Tier 2,Supermarket Type1,2082.6224,17
10765,19.7,Regular,Canned,254.7014,OUT035,12,Small,Tier 2,Supermarket Type1,3570.0196,14
10766,13,Regular,Snack Foods,65.7484,OUT013,29,High,Tier 3,Supermarket Type1,391.4904,6
10767,11.8,Regular,Canned,113.8834,OUT049,17,Medium,Tier 1,Supermarket Type1,1382.2008,12
10768,20.35,Low Fat,Baking Goods,233.6616,OUT049,17,Medium,Tier 1,Supermarket Type1,2577.9776,11
10769,16.85,Low Fat,Snack Foods,90.3488,OUT049,17,Medium,Tier 1,Supermarket Type1,996.0368,11
10770,7.63,Low Fat,Soft Drinks,94.0436,OUT045,14,Medium,Tier 2,Supermarket Type1,1134.5232,12
10771,15.75,Low Fat,Baking Goods,195.3452,OUT013,29,High,Tier 3,Supermarket Type1,1761.7068,9
10772,18.2,Regular,Baking Goods,241.8196,OUT046,19,Small,Tier 1,Supermarket Type1,4097.3332,17
10773,13.85,Regular,Frozen Foods,164.921,OUT049,17,Medium,Tier 1,Supermarket Type1,2609.936,16
10774,10.895,Low Fat,Fruits and Vegetables,132.9284,OUT017,9,Medium,Tier 2,Supermarket Type1,3295.71,25
10775,15.6,Low Fat,Dairy,242.9854,OUT018,7,Medium,Tier 3,Supermarket Type2,2175.1686,9
10776,11.3,Low Fat,Household,181.466,OUT013,29,High,Tier 3,Supermarket Type1,3775.086,21
10777,20,Low Fat,Health and Hygiene,111.6544,OUT017,9,Medium,Tier 2,Supermarket Type1,1565.9616,14
10778,19.35,Regular,Snack Foods,112.9544,OUT017,9,Medium,Tier 2,Supermarket Type1,2908.2144,26
10779,15.6,Low Fat,Snack Foods,221.5798,OUT013,29,High,Tier 3,Supermarket Type1,5509.495,25
10780,10.195,Regular,Fruits and Vegetables,118.4808,OUT018,7,Medium,Tier 3,Supermarket Type2,1640.5312,14
10781,9.5,Regular,Snack Foods,183.8608,OUT035,12,Small,Tier 2,Supermarket Type1,2572.6512,14
10782,10.65,Regular,Snack Foods,229.7668,OUT049,17,Medium,Tier 1,Supermarket Type1,3916.2356,17
10783,7.35,Low Fat,Fruits and Vegetables,40.8454,OUT013,29,High,Tier 3,Supermarket Type1,587.2356,14
10784,15.7,Low Fat,Soft Drinks,179.7634,OUT018,7,Medium,Tier 3,Supermarket Type2,1817.634,10
10785,15.85,Low Fat,Starchy Foods,39.4164,OUT018,7,Medium,Tier 3,Supermarket Type2,154.4656,4
10786,13.8,Regular,Snack Foods,231.1984,OUT046,19,Small,Tier 1,Supermarket Type1,5097.3648,22
10787,9.195,Regular,Baking Goods,79.8644,OUT013,29,High,Tier 3,Supermarket Type1,785.644,10
10788,9.3,Low Fat,Dairy,248.8092,OUT017,9,Medium,Tier 2,Supermarket Type1,5976.2208,24
10789,15.1,Low Fat,Meat,242.9512,OUT013,29,High,Tier 3,Supermarket Type1,4847.024,20
10790,19.1,Low Fat,Fruits and Vegetables,234.4958,OUT018,7,Medium,Tier 3,Supermarket Type2,1635.8706,7
10791,11.6,Regular,Frozen Foods,172.4106,OUT049,17,Medium,Tier 1,Supermarket Type1,4277.765,25
10792,7.27,Low Fat,Health and Hygiene,98.6384,OUT045,14,Medium,Tier 2,Supermarket Type1,1970.768,20
10793,19.35,Low Fat,Health and Hygiene,62.5168,OUT049,17,Medium,Tier 1,Supermarket Type1,1534.0032,25
10794,9.695,Low Fat,Fruits and Vegetables,186.7898,OUT010,18,Medium,Tier 3,Grocery Store,561.2694,3
10795,20.2,Low Fat,Household,94.1462,OUT046,19,Small,Tier 1,Supermarket Type1,832.9158,9
10796,10.5,Regular,Baking Goods,164.121,OUT017,9,Medium,Tier 2,Supermarket Type1,2773.057,17
10797,12.5,Regular,Fruits and Vegetables,92.3488,OUT013,29,High,Tier 3,Supermarket Type1,1177.1344,13
10798,17.75,Low Fat,Dairy,256.0672,OUT013,29,High,Tier 3,Supermarket Type1,2045.3376,8
10799,9,Low Fat,Health and Hygiene,264.8884,OUT017,9,Medium,Tier 2,Supermarket Type1,2914.8724,11
10800,17.85,Low Fat,Soft Drinks,190.4188,OUT049,17,Medium,Tier 1,Supermarket Type1,952.094,5
10801,4.61,Low Fat,Hard Drinks,175.2396,OUT018,7,Medium,Tier 3,Supermarket Type2,2093.2752,12
10802,8.75,Regular,Fruits and Vegetables,186.8556,OUT013,29,High,Tier 3,Supermarket Type1,7322.4684,39
10803,7.155,Regular,Breads,35.2874,OUT017,9,Medium,Tier 2,Supermarket Type1,388.1614,11
10804,12.3,Low Fat,Baking Goods,71.338,OUT045,14,Medium,Tier 2,Supermarket Type1,1098.57,15
10805,7.93,Low Fat,Health and Hygiene,44.9086,OUT013,29,High,Tier 3,Supermarket Type1,802.9548,18
10806,8.01,Low Fat,Hard Drinks,34.9532,OUT035,12,Small,Tier 2,Supermarket Type1,539.298,15
10807,9.8,Low Fat,Snack Foods,217.185,OUT010,18,Medium,Tier 3,Grocery Store,432.77,2
10808,5,Low Fat,Soft Drinks,190.453,OUT010,18,Medium,Tier 3,Grocery Store,379.506,2
10809,19.6,Low Fat,Health and Hygiene,150.9024,OUT010,18,Medium,Tier 3,Grocery Store,303.6048,2
10810,16.5,Low Fat,Health and Hygiene,36.3506,OUT049,17,Medium,Tier 1,Supermarket Type1,872.8638,24
10811,12.6,Low Fat,Breads,61.0194,OUT049,17,Medium,Tier 1,Supermarket Type1,1052.6298,17
10812,14.1,Low Fat,Canned,140.2496,OUT017,9,Medium,Tier 2,Supermarket Type1,2681.8424,19
10813,6.38,Low Fat,Household,144.947,OUT049,17,Medium,Tier 1,Supermarket Type1,3435.528,24
10814,20.25,Regular,Dairy,194.2794,OUT049,17,Medium,Tier 1,Supermarket Type1,4291.7468,22
10815,12.3,Low Fat,Household,190.853,OUT046,19,Small,Tier 1,Supermarket Type1,4364.319,23
10816,15.6,Low Fat,Fruits and Vegetables,114.8518,OUT046,19,Small,Tier 1,Supermarket Type1,2163.1842,19
10817,15,Low Fat,Snack Foods,229.4694,OUT035,12,Small,Tier 2,Supermarket Type1,5937.6044,26
10818,11.6,Low Fat,Health and Hygiene,98.4042,OUT049,17,Medium,Tier 1,Supermarket Type1,1388.8588,14
10819,17.85,Low Fat,Breads,193.3794,OUT017,9,Medium,Tier 2,Supermarket Type1,4291.7468,22
10820,14.8,Regular,Breads,108.757,OUT035,12,Small,Tier 2,Supermarket Type1,1867.569,17
10821,7.905,Low Fat,Hard Drinks,229.9694,OUT049,17,Medium,Tier 1,Supermarket Type1,4567.388,20
10822,11.8,Regular,Meat,101.9674,OUT035,12,Small,Tier 2,Supermarket Type1,1731.7458,17
10823,14,Low Fat,Baking Goods,103.2332,OUT046,19,Small,Tier 1,Supermarket Type1,1845.5976,18
10824,14.85,Regular,Baking Goods,123.0072,OUT049,17,Medium,Tier 1,Supermarket Type1,1960.1152,16
10825,7.39,Low Fat,Others,143.447,OUT018,7,Medium,Tier 3,Supermarket Type2,2290.352,16
10826,15,Low Fat,Snack Foods,229.9694,OUT013,29,High,Tier 3,Supermarket Type1,4339.0186,19
10827,19.7,Low Fat,Frozen Foods,108.0912,OUT045,14,Medium,Tier 2,Supermarket Type1,1965.4416,18
10828,10.8,Low Fat,Meat,98.4042,OUT010,18,Medium,Tier 3,Grocery Store,99.2042,1
10829,9.6,Low Fat,Soft Drinks,165.3158,OUT010,18,Medium,Tier 3,Grocery Store,334.2316,2
10830,10.695,Low Fat,Frozen Foods,59.6904,OUT046,19,Small,Tier 1,Supermarket Type1,937.4464,16
10831,21.1,Regular,Fruits and Vegetables,62.9168,OUT035,12,Small,Tier 2,Supermarket Type1,1086.5856,17
10832,6.135,Low Fat,Soft Drinks,111.286,OUT018,7,Medium,Tier 3,Supermarket Type2,2263.72,20
10833,16.2,Low Fat,Frozen Foods,43.3454,OUT017,9,Medium,Tier 2,Supermarket Type1,922.7988,21
10834,15.7,Low Fat,Baking Goods,253.4724,OUT045,14,Medium,Tier 2,Supermarket Type1,2013.3792,8
10835,17.2,Regular,Canned,164.4184,OUT017,9,Medium,Tier 2,Supermarket Type1,2641.8944,16
10836,12.15,Low Fat,Household,150.4708,OUT046,19,Small,Tier 1,Supermarket Type1,2257.062,15
10837,8.63,Regular,Snack Foods,114.7518,OUT010,18,Medium,Tier 3,Grocery Store,455.4072,4
10838,15,Regular,Canned,182.5266,OUT018,7,Medium,Tier 3,Supermarket Type2,1290.9862,7
10839,8.975,Regular,Canned,86.6224,OUT045,14,Medium,Tier 2,Supermarket Type1,1619.2256,19
10840,12.15,Low Fat,Meat,64.7826,OUT035,12,Small,Tier 2,Supermarket Type1,904.1564,14
10841,6.895,Low Fat,Meat,143.7812,OUT017,9,Medium,Tier 2,Supermarket Type1,1994.7368,14
10842,8.325,Low Fat,Fruits and Vegetables,39.3138,OUT035,12,Small,Tier 2,Supermarket Type1,974.7312,25
10843,8.785,Low Fat,Soft Drinks,153.1656,OUT017,9,Medium,Tier 2,Supermarket Type1,1853.5872,12
10844,19.35,Regular,Baking Goods,163.9184,OUT035,12,Small,Tier 2,Supermarket Type1,3137.2496,19
10845,17.5,Regular,Dairy,144.8102,OUT010,18,Medium,Tier 3,Grocery Store,291.6204,2
10846,16.75,Regular,Meat,72.4038,OUT017,9,Medium,Tier 2,Supermarket Type1,739.038,10
10847,8.895,Regular,Frozen Foods,161.5236,OUT035,12,Small,Tier 2,Supermarket Type1,1772.3596,11
10848,7.71,Regular,Dairy,122.4756,OUT046,19,Small,Tier 1,Supermarket Type1,605.878,5
10849,15.7,Regular,Frozen Foods,124.1046,OUT046,19,Small,Tier 1,Supermarket Type1,1120.5414,9
10850,16.7,Low Fat,Dairy,217.685,OUT017,9,Medium,Tier 2,Supermarket Type1,2163.85,10
10851,20.35,Low Fat,Household,76.1328,OUT046,19,Small,Tier 1,Supermarket Type1,772.328,10
10852,12.5,Low Fat,Health and Hygiene,100.1384,OUT017,9,Medium,Tier 2,Supermarket Type1,2167.8448,22
10853,15.1,Regular,Fruits and Vegetables,41.6796,OUT046,19,Small,Tier 1,Supermarket Type1,495.3552,12
10854,14,Low Fat,Household,43.4454,OUT010,18,Medium,Tier 3,Grocery Store,41.9454,1
10855,8.365,Low Fat,Hard Drinks,39.6506,OUT017,9,Medium,Tier 2,Supermarket Type1,834.9132,21
10856,10.695,Regular,Breakfast,177.5712,OUT017,9,Medium,Tier 2,Supermarket Type1,2636.568,15
10857,5.21,Low Fat,Household,259.5962,OUT035,12,Small,Tier 2,Supermarket Type1,2848.9582,11
10858,13.65,Regular,Meat,37.9532,OUT045,14,Medium,Tier 2,Supermarket Type1,575.2512,15
10859,8.01,Low Fat,Hard Drinks,37.5532,OUT046,19,Small,Tier 1,Supermarket Type1,1366.2216,36
10860,5.88,Regular,Frozen Foods,104.099,OUT049,17,Medium,Tier 1,Supermarket Type1,412.796,4
10861,5.615,Low Fat,Health and Hygiene,121.373,OUT010,18,Medium,Tier 3,Grocery Store,123.173,1
10862,19.7,Low Fat,Canned,87.0198,OUT049,17,Medium,Tier 1,Supermarket Type1,697.7584,8
10863,18.25,Regular,Dairy,110.857,OUT049,17,Medium,Tier 1,Supermarket Type1,1977.426,18
10864,15.35,Regular,Fruits and Vegetables,189.7504,OUT018,7,Medium,Tier 3,Supermarket Type2,2492.7552,13
10865,10.3,Low Fat,Fruits and Vegetables,101.2042,OUT013,29,High,Tier 3,Supermarket Type1,396.8168,4
10866,13.65,Regular,Meat,35.1532,OUT046,19,Small,Tier 1,Supermarket Type1,790.9704,23
10867,8.615,Low Fat,Fruits and Vegetables,95.9436,OUT035,12,Small,Tier 2,Supermarket Type1,2741.7644,29
10868,5.8,Low Fat,Dairy,87.8172,OUT045,14,Medium,Tier 2,Supermarket Type1,1070.6064,12
10869,8.3,Low Fat,Fruits and Vegetables,36.2506,OUT049,17,Medium,Tier 1,Supermarket Type1,834.9132,23
10870,16,Low Fat,Household,210.4902,OUT045,14,Medium,Tier 2,Supermarket Type1,3610.6334,17
10871,5.155,Low Fat,Frozen Foods,247.2776,OUT049,17,Medium,Tier 1,Supermarket Type1,5944.2624,24
10872,8.895,Regular,Snack Foods,49.8008,OUT045,14,Medium,Tier 2,Supermarket Type1,1062.6168,21
10873,15.1,Regular,Fruits and Vegetables,63.7194,OUT018,7,Medium,Tier 3,Supermarket Type2,1362.2268,21
10874,15.5,Low Fat,Snack Foods,144.847,OUT035,12,Small,Tier 2,Supermarket Type1,1717.764,12
10875,6.325,Low Fat,Frozen Foods,100.9042,OUT018,7,Medium,Tier 3,Supermarket Type2,2083.2882,21
10876,9.3,Low Fat,Fruits and Vegetables,89.3172,OUT035,12,Small,Tier 2,Supermarket Type1,2051.9956,23
10877,20.6,Low Fat,Health and Hygiene,149.2392,OUT018,7,Medium,Tier 3,Supermarket Type2,4026.7584,27
10878,15.5,Regular,Frozen Foods,49.6692,OUT046,19,Small,Tier 1,Supermarket Type1,788.3072,16
10879,9.195,Low Fat,Household,105.6622,OUT035,12,Small,Tier 2,Supermarket Type1,1693.7952,16
10880,5.695,Low Fat,Frozen Foods,258.2646,OUT046,19,Small,Tier 1,Supermarket Type1,5410.9566,21
10881,5.94,Regular,Breads,188.0556,OUT018,7,Medium,Tier 3,Supermarket Type2,938.778,5
10882,6.36,Low Fat,Fruits and Vegetables,45.906,OUT017,9,Medium,Tier 2,Supermarket Type1,1118.544,24
10883,4.805,Regular,Dairy,123.9704,OUT045,14,Medium,Tier 2,Supermarket Type1,2253.0672,18
10884,14.85,Low Fat,Household,254.8698,OUT013,29,High,Tier 3,Supermarket Type1,4819.7262,19
10885,14.5,Low Fat,Others,161.621,OUT013,29,High,Tier 3,Supermarket Type1,2120.573,13
10886,10.3,Regular,Canned,77.896,OUT046,19,Small,Tier 1,Supermarket Type1,1278.336,16
10887,12.15,Low Fat,Starchy Foods,37.9532,OUT035,12,Small,Tier 2,Supermarket Type1,1078.596,28
10888,11.5,Low Fat,Snack Foods,120.3124,OUT045,14,Medium,Tier 2,Supermarket Type1,474.0496,4
10889,19.1,Low Fat,Household,174.0422,OUT046,19,Small,Tier 1,Supermarket Type1,1724.422,10
10890,15.5,Regular,Baking Goods,265.1568,OUT018,7,Medium,Tier 3,Supermarket Type2,2109.2544,8
10891,7.31,Low Fat,Snack Foods,110.357,OUT046,19,Small,Tier 1,Supermarket Type1,3185.853,29
10892,18.7,Low Fat,Snack Foods,257.3672,OUT013,29,High,Tier 3,Supermarket Type1,2045.3376,8
10893,7,Low Fat,Canned,107.028,OUT013,29,High,Tier 3,Supermarket Type1,2876.256,27
10894,12.5,Low Fat,Canned,121.144,OUT035,12,Small,Tier 2,Supermarket Type1,1438.128,12
10895,9.395,Low Fat,Others,84.0908,OUT046,19,Small,Tier 1,Supermarket Type1,419.454,5
10896,10.5,Regular,Dairy,45.9376,OUT046,19,Small,Tier 1,Supermarket Type1,575.2512,13
10897,5.785,Regular,Fruits and Vegetables,262.1252,OUT010,18,Medium,Tier 3,Grocery Store,786.9756,3
10898,16.7,Regular,Dairy,120.7782,OUT049,17,Medium,Tier 1,Supermarket Type1,1072.6038,9
10899,5.845,Regular,Frozen Foods,214.4218,OUT049,17,Medium,Tier 1,Supermarket Type1,5343.045,25
10900,9.395,Low Fat,Snack Foods,235.8932,OUT046,19,Small,Tier 1,Supermarket Type1,942.7728,4
10901,5.94,Low Fat,Canned,179.8344,OUT018,7,Medium,Tier 3,Supermarket Type2,1249.0408,7
10902,6.15,Low Fat,Baking Goods,97.8384,OUT035,12,Small,Tier 2,Supermarket Type1,2069.3064,21
10903,20.35,Low Fat,Baking Goods,234.2616,OUT035,12,Small,Tier 2,Supermarket Type1,4687.232,20
10904,17.1,Regular,Canned,141.8838,OUT010,18,Medium,Tier 3,Grocery Store,280.9676,2
10905,5.765,Low Fat,Baking Goods,36.7164,OUT013,29,High,Tier 3,Supermarket Type1,849.5608,23
10906,12.65,Low Fat,Meat,107.7938,OUT017,9,Medium,Tier 2,Supermarket Type1,2251.0698,21
10907,10.5,Regular,Snack Foods,140.0154,OUT013,29,High,Tier 3,Supermarket Type1,3119.9388,22
10908,18.25,Low Fat,Snack Foods,260.2962,OUT013,29,High,Tier 3,Supermarket Type1,1035.9848,4
10909,11.65,Low Fat,Baking Goods,149.8024,OUT018,7,Medium,Tier 3,Supermarket Type2,1821.6288,12
10910,19.2,Low Fat,Frozen Foods,110.2886,OUT046,19,Small,Tier 1,Supermarket Type1,778.3202,7
10911,15.7,Low Fat,Soft Drinks,182.7634,OUT049,17,Medium,Tier 1,Supermarket Type1,3453.5046,19
10912,10.3,Regular,Canned,80.096,OUT013,29,High,Tier 3,Supermarket Type1,239.688,3
10913,13.65,Low Fat,Health and Hygiene,56.893,OUT046,19,Small,Tier 1,Supermarket Type1,1188.453,21
10914,16.6,Low Fat,Health and Hygiene,108.8596,OUT013,29,High,Tier 3,Supermarket Type1,970.7364,9
10915,9.6,Low Fat,Snack Foods,258.462,OUT045,14,Medium,Tier 2,Supermarket Type1,4673.916,18
10916,11.85,Regular,Baking Goods,50.5666,OUT013,29,High,Tier 3,Supermarket Type1,922.7988,18
10917,8.6,Low Fat,Health and Hygiene,141.2154,OUT049,17,Medium,Tier 1,Supermarket Type1,709.077,5
10918,20.7,Regular,Dairy,213.9876,OUT046,19,Small,Tier 1,Supermarket Type1,2143.876,10
10919,11.8,Regular,Snack Foods,35.7558,OUT017,9,Medium,Tier 2,Supermarket Type1,577.2486,16
10920,12.6,Regular,Dairy,255.9356,OUT018,7,Medium,Tier 3,Supermarket Type2,4832.3764,19
10921,20.7,Low Fat,Dairy,77.667,OUT049,17,Medium,Tier 1,Supermarket Type1,2220.443,29
10922,15.85,Low Fat,Household,41.6112,OUT018,7,Medium,Tier 3,Supermarket Type2,255.6672,6
10923,6.36,Low Fat,Household,163.6526,OUT046,19,Small,Tier 1,Supermarket Type1,1151.1682,7
10924,9.3,Regular,Meat,156.6314,OUT049,17,Medium,Tier 1,Supermarket Type1,1241.0512,8
10925,20.7,Low Fat,Baking Goods,157.0288,OUT017,9,Medium,Tier 2,Supermarket Type1,2985.4472,19
10926,18.85,Regular,Dairy,120.344,OUT049,17,Medium,Tier 1,Supermarket Type1,1797.66,15
10927,16.6,Low Fat,Household,176.6344,OUT035,12,Small,Tier 2,Supermarket Type1,2676.516,15
10928,12.5,Low Fat,Household,170.8448,OUT046,19,Small,Tier 1,Supermarket Type1,4942.8992,29
10929,7.02,Low Fat,Dairy,83.825,OUT017,9,Medium,Tier 2,Supermarket Type1,1414.825,17
10930,12.85,Low Fat,Frozen Foods,45.906,OUT013,29,High,Tier 3,Supermarket Type1,885.514,19
10931,7.855,Regular,Baking Goods,36.2848,OUT018,7,Medium,Tier 3,Supermarket Type2,1155.8288,32
10932,19.35,Regular,Snack Foods,113.4518,OUT035,12,Small,Tier 2,Supermarket Type1,1593.9252,14
10933,17.5,Low Fat,Fruits and Vegetables,184.8266,OUT045,14,Medium,Tier 2,Supermarket Type1,2766.399,15
10934,17.75,Regular,Baking Goods,187.624,OUT045,14,Medium,Tier 2,Supermarket Type1,1491.392,8
10935,13.15,Low Fat,Soft Drinks,143.4812,OUT049,17,Medium,Tier 1,Supermarket Type1,854.8872,6
10936,5.365,Regular,Seafood,173.7764,OUT035,12,Small,Tier 2,Supermarket Type1,4637.9628,27
10937,13.1,Low Fat,Frozen Foods,187.5898,OUT045,14,Medium,Tier 2,Supermarket Type1,2432.1674,13
10938,7.075,Low Fat,Frozen Foods,97.0068,OUT045,14,Medium,Tier 2,Supermarket Type1,1944.136,20
10939,9.3,Low Fat,Frozen Foods,180.5292,OUT035,12,Small,Tier 2,Supermarket Type1,2189.1504,12
10940,12.3,Low Fat,Baking Goods,37.2874,OUT010,18,Medium,Tier 3,Grocery Store,176.437,5
10941,16.2,Regular,Frozen Foods,95.8726,OUT013,29,High,Tier 3,Supermarket Type1,1076.5986,11
10942,18.85,Low Fat,Household,244.0144,OUT017,9,Medium,Tier 2,Supermarket Type1,5635.3312,23
10943,8.01,Low Fat,Hard Drinks,34.2532,OUT018,7,Medium,Tier 3,Supermarket Type2,467.3916,14
10944,17.35,Regular,Frozen Foods,93.0804,OUT046,19,Small,Tier 1,Supermarket Type1,826.9236,9
10945,14.65,Low Fat,Household,163.4552,OUT018,7,Medium,Tier 3,Supermarket Type2,2599.2832,16
10946,12.8,Low Fat,Fruits and Vegetables,96.541,OUT035,12,Small,Tier 2,Supermarket Type1,3765.099,39
10947,6.65,Low Fat,Canned,147.7734,OUT035,12,Small,Tier 2,Supermarket Type1,2078.6276,14
10948,6.675,Low Fat,Household,35.6874,OUT013,29,High,Tier 3,Supermarket Type1,952.7598,27
10949,6.69,Regular,Meat,176.837,OUT018,7,Medium,Tier 3,Supermarket Type2,1411.496,8
10950,7.6,Regular,Starchy Foods,171.7448,OUT045,14,Medium,Tier 2,Supermarket Type1,4431.5648,26
10951,7.51,Low Fat,Snack Foods,110.6544,OUT013,29,High,Tier 3,Supermarket Type1,1901.5248,17
10952,11,Regular,Frozen Foods,156.863,OUT046,19,Small,Tier 1,Supermarket Type1,2972.797,19
10953,17.25,Regular,Snack Foods,95.8068,OUT018,7,Medium,Tier 3,Supermarket Type2,1263.6884,13
10954,6.36,Low Fat,Fruits and Vegetables,45.406,OUT013,29,High,Tier 3,Supermarket Type1,1118.544,25
10955,11.15,Low Fat,Health and Hygiene,163.2526,OUT013,29,High,Tier 3,Supermarket Type1,1480.0734,9
